title,year,venue,doi,url,source,query,score
Slip-actuated bionic tactile sensing system with dynamic DC generator integrated E-Textile for dexterous robotic manipulation,2024,,10.21203/rs.3.rs-5099506/v1,https://doi.org/10.21203/rs.3.rs-5099506/v1,crossref,slip detection tactile manipulation robot,0.600
Soft Contact Simulation and Manipulation Learning of Deformable Objects with Vision-based Tactile Sensor,2024,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
State Estimation for Wheeled-Legged Robot with Slip Detection,2024,2024 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio64047.2024.10907492,https://doi.org/10.1109/robio64047.2024.10907492,crossref,slip detection tactile manipulation robot,0.600
Tactile-Based Grasping Stability Prediction Based on Human Grasp Demonstration for Robot Manipulation,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3359553,https://doi.org/10.1109/lra.2024.3359553,crossref,tactile contact detection robot manipulation,0.600
Tactile-Driven Non-Prehensile Object Manipulation via Extrinsic Contact Mode Control,2024,Robotics: Science and Systems XX,10.15607/rss.2024.xx.135,https://doi.org/10.15607/rss.2024.xx.135,crossref,tactile contact detection robot manipulation,0.600
"Toward Human-Robot Teaming for Robot Navigation Using Shared Control, Digital Twin, and Self-Supervised Traversability Prediction",2024,2024 IEEE Conference on Telepresence,10.1109/telepresence63209.2024.10841690,https://doi.org/10.1109/telepresence63209.2024.10841690,crossref,tactile prediction error robot control,0.600
Unconstrained Respiratory Event Detection Using a Flexible Tactile Sensor,2024,IEEE Sensors Journal,10.1109/jsen.2024.3442240,https://doi.org/10.1109/jsen.2024.3442240,crossref,contact event detection tactile robot,0.600
Unified Dual-Wheel PID Control for Differential Drive Robot with Distinct Wheel Error Functions,2024,2024 Tenth Indian Control Conference (ICC),10.1109/icc64753.2024.10883685,https://doi.org/10.1109/icc64753.2024.10883685,crossref,tactile prediction error robot control,0.600
VT-VT: a slip detection model for transformer-based visual-tactile fusion,2024,Advanced Robotics,10.1080/01691864.2024.2395922,https://doi.org/10.1080/01691864.2024.2395922,crossref,slip detection tactile manipulation robot,0.600
Validations of various in-hand object manipulation strategies employing a novel tactile sensor developed for an under-actuated robot hand,2024,Frontiers in Robotics and AI,10.3389/frobt.2024.1460589,https://doi.org/10.3389/frobt.2024.1460589,crossref,tactile contact detection robot manipulation,0.600
Visual-Tactile Perception Based Control Strategy for Complex Robot Peg-in-Hole Process via Topological and Geometric Reasoning,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3436334,https://doi.org/10.1109/lra.2024.3436334,crossref,tactile prediction error robot control,0.600
A Holistic Indirect Contact Identification Method for Soft Robot Proprioception,2025,Soft Robotics,10.1089/soro.2024.0141,https://doi.org/10.1089/soro.2024.0141,crossref,proprioception tactile contact anomaly robot,0.600
A Humanoid Visual-Tactile-Action Dataset for Contact-Rich Manipulation,2025,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
A multi-modal sensing system for human-robot interaction through tactile and proximity data,2025,Frontiers in Robotics and AI,10.3389/frobt.2025.1581154,https://doi.org/10.3389/frobt.2025.1581154,crossref,unexpected contact robot tactile sensing,0.600
"A process-centric manipulation taxonomy for the organization, classification and synthesis of tactile robot skills",2025,Nature Machine Intelligence,10.1038/s42256-025-01045-3,https://doi.org/10.1038/s42256-025-01045-3,crossref,tactile contact detection robot manipulation,0.600
ANGLE ERROR OBSERVER BASED-ADAPTIVE TRACKING CONTROL OF WHEELED MOBILE ROBOT WITH UNCERTAINTIES,2025,International Journal of Robotics and Automation,10.2316/j.2025.206-1224,https://doi.org/10.2316/j.2025.206-1224,crossref,tactile prediction error robot control,0.600
Adaptive Grasp Control Framework: Integrating Slip Detection Network with Constrained Force Optimization for Dexterous Manipulation,2025,2025 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio66223.2025.11376097,https://doi.org/10.1109/robio66223.2025.11376097,crossref,slip detection tactile manipulation robot,0.600
Advanced Robotic Object Slip Detection for Neuromorphic GelSight Tactile Sensor,2025,"2025 5th International Conference on Robotics, Automation, and Artificial Intelligence (RAAI)",10.1109/raai67517.2025.11423401,https://doi.org/10.1109/raai67517.2025.11423401,crossref,slip detection tactile manipulation robot,0.600
Advancing Slip Classification in Robotic Manipulation Through Tactile Data Representation and Model Selection,2025,IEEE Sensors Journal,10.1109/jsen.2025.3591145,https://doi.org/10.1109/jsen.2025.3591145,crossref,slip detection tactile manipulation robot,0.600
Analysis and Prediction of Transmission Error of Harmonic Reducer for Space Robot,2025,Space: Science &amp; Technology,10.34133/space.0233,https://doi.org/10.34133/space.0233,crossref,tactile prediction error robot control,0.600
Bare finger tactile sensing for edge orientation and contact position using excitation from fingernail,2025,Scientific Reports,10.1038/s41598-025-91970-5,https://doi.org/10.1038/s41598-025-91970-5,crossref,unexpected contact robot tactile sensing,0.600
BiTLA: A Bimanual Tactile-Language-Action Model for Contact-Rich Robotic Manipulation,2025,Proceedings of the 1st International Workshop on Multi-Sensorial Media and Applications,10.1145/3728485.3759237,https://doi.org/10.1145/3728485.3759237,crossref,tactile contact detection robot manipulation,0.600
Bioinspired dual soft arm mobile robot with humanoid tactile fingertip sensing and bubble artificial muscles for adaptive obstacle avoidance and object manipulation,2025,Bioinspiration &amp; Biomimetics,10.1088/1748-3190/ae16f5,https://doi.org/10.1088/1748-3190/ae16f5,crossref,tactile contact detection robot manipulation,0.600
Bioinspired trajectory modulation for effective slip control in robot manipulation,2025,Nature Machine Intelligence,10.1038/s42256-025-01062-2,https://doi.org/10.1038/s42256-025-01062-2,crossref,slip detection tactile manipulation robot,0.600
Contact Detection and Manipulation With a Shape-Memory Alloy Based Soft Gripper,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3577465,https://doi.org/10.1109/lra.2025.3577465,crossref,tactile contact detection robot manipulation,0.600
Contact SLAM: An Active Tactile Exploration Policy Based on Physical Reasoning Utilized in Robotic Fine Blind Manipulation Tasks,2025,arXiv,,,arxiv,tactile contact detection robot manipulation,0.600
Contact-Based Robotics: A Review of Tactile Sensing Applications,2025,Theoretical and Natural Science,10.54254/2753-8818/2025.ad28420,https://doi.org/10.54254/2753-8818/2025.ad28420,crossref,unexpected contact robot tactile sensing,0.600
Contour Error Control for a Hybrid Robot Equipped with Grating Sensors,2025,Machines,10.3390/machines13060502,https://doi.org/10.3390/machines13060502,crossref,tactile prediction error robot control,0.600
Correction to “High‐Load Capable Soft Tactile Sensors: Incorporating Magnetorheological Elastomer for Accurate Contact Detection and Classification of Asymmetric Mechanical Components”,2025,Advanced Intelligent Systems,10.1002/aisy.202500304,https://doi.org/10.1002/aisy.202500304,crossref,contact event detection tactile robot,0.600
Decomposed optimal trajectory control of hydraulic actuated quadruped robot based on model prediction,2025,Measurement and Control,10.1177/00202940251366169,https://doi.org/10.1177/00202940251366169,crossref,tactile prediction error robot control,0.600
Design and implementation of a fully-actuated aerial contact manipulation robot system,2025,SCIENTIA SINICA Technologica,10.1360/sst-2025-0077,https://doi.org/10.1360/sst-2025-0077,crossref,tactile contact detection robot manipulation,0.600
Design of the Tactile Sensing System for Snake Robot,2025,2025 IEEE International Conference on Real-time Computing and Robotics (RCAR),10.1109/rcar65431.2025.11139388,https://doi.org/10.1109/rcar65431.2025.11139388,crossref,unexpected contact robot tactile sensing,0.600
Dual-Mode Triboelectric Tactile Sensor for Robotic Manipulators: Integrating Contact Pressure and Non-Contact Proximity Sensing,2025,2025 IEEE 17th International Conference on Electronic Measurement &amp;amp; Instruments (ICEMI),10.1109/icemi66537.2025.11306627,https://doi.org/10.1109/icemi66537.2025.11306627,crossref,unexpected contact robot tactile sensing,0.600
Efficient visual-tactile transformer with token reorganization for robotic slip detection,2025,Journal of the Brazilian Society of Mechanical Sciences and Engineering,10.1007/s40430-025-05587-w,https://doi.org/10.1007/s40430-025-05587-w,crossref,slip detection tactile manipulation robot,0.600
Enhancing Physical Human-Robot Interaction: Recognizing Digits via Intrinsic Robot Tactile Sensing,2025,IECON 2025 – 51st Annual Conference of the IEEE Industrial Electronics Society,10.1109/iecon58223.2025.11221741,https://doi.org/10.1109/iecon58223.2025.11221741,crossref,unexpected contact robot tactile sensing,0.600
Extrinsic Line Contact Sensing from Visuo-Tactile Measurements,2025,2025 22nd International Conference on Ubiquitous Robots (UR),10.1109/ur65550.2025.11078033,https://doi.org/10.1109/ur65550.2025.11078033,crossref,unexpected contact robot tactile sensing,0.600
Fluid-based robot skin for contact detection and thermal stimulation,2025,ROBOMECH Journal,10.1186/s40648-025-00326-1,https://doi.org/10.1186/s40648-025-00326-1,crossref,tactile contact detection robot manipulation,0.600
Highly Sensitive Drip-Proof Tactile Array Sensor for Slip/Grasp Detection Under Laparoscopic Surgery,2025,2025 IEEE 38th International Conference on Micro Electro Mechanical Systems (MEMS),10.1109/mems61431.2025.10917984,https://doi.org/10.1109/mems61431.2025.10917984,crossref,slip detection tactile manipulation robot,0.600
Human Error Probability SLIM Prediction for Air Traffic Control Handover,2025,"2025 IEEE 3rd International Conference on Control, Electronics and Computer Technology (ICCECT)",10.1109/iccect64621.2025.11339814,https://doi.org/10.1109/iccect64621.2025.11339814,crossref,tactile prediction error robot control,0.600
Humanoid Robotic Bust with Tactile Sensing for Multi-Sensory Human-Robot Interaction,2025,2025 IEEE-RAS 24th International Conference on Humanoid Robots (Humanoids),10.1109/humanoids65713.2025.11203012,https://doi.org/10.1109/humanoids65713.2025.11203012,crossref,unexpected contact robot tactile sensing,0.600
Identifying Physical Interactions in Contact‐Based Robot Manipulation for Learning from Demonstration,2025,Advanced Robotics Research,10.1002/adrr.202500109,https://doi.org/10.1002/adrr.202500109,crossref,tactile contact detection robot manipulation,0.600
Learning-Based Slip Detection and Fine Control Using the Tactile Sensor for Robot Stable Grasping,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3604723,https://doi.org/10.1109/lra.2025.3604723,crossref,tactile contact detection robot manipulation,0.600
Let’s DENSE: a novel protocol for efficiently collecting dense and diverse data for tactile slip detection in robotic grasping,2025,npj Robotics,10.1038/s44182-025-00055-y,https://doi.org/10.1038/s44182-025-00055-y,crossref,slip detection tactile manipulation robot,0.600
Machine Learning Based Contact Force Estimation Using a PVDF Tactile Sensing System,2025,2025 23rd IEEE Interregional NEWCAS Conference (NEWCAS),10.1109/newcas64648.2025.11107072,https://doi.org/10.1109/newcas64648.2025.11107072,crossref,unexpected contact robot tactile sensing,0.600
Object Extrinsic Contact Surface Reconstruction through Extrinsic Contact Sensing from Visuo-tactile Measurements,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11247448,https://doi.org/10.1109/iros60139.2025.11247448,crossref,unexpected contact robot tactile sensing,0.600
PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-Rich Manipulation Using Tactile-Diffusion Policies,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11128816,https://doi.org/10.1109/icra55743.2025.11128816,crossref,tactile contact detection robot manipulation,0.600
Pose Error Real-Time Prediction and Compensation of a 5-DOF Hybrid Robot Based on Laser Tracker and Externally Mounted Encoders,2025,,10.21203/rs.3.rs-6438375/v1,https://doi.org/10.21203/rs.3.rs-6438375/v1,crossref,tactile prediction error robot control,0.600
Quasi-static contact-rich manipulation using dynamic movement primitives and haptic potential map,2025,Data-Centric Engineering,10.1017/dce.2025.10021,https://doi.org/10.1017/dce.2025.10021,crossref,haptic residuals contact detection manipulation,0.600
Reactive Diffusion Policy: Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.052,https://doi.org/10.15607/rss.2025.xxi.052,crossref,tactile contact detection robot manipulation,0.600
